Movie	Release_date	Language	Runtime	Budget	Revenue
mother!	September 13, 2017	 English	2h 1m	$30,000,000.00	$44,516,999.00
The Post	December 22, 2017	 English	1h 56m	$50,000,000.00	$174,503,458.00
The Post	December 22, 2017	 English	1h 56m	$50,000,000.00	$174,503,458.00
Fifty Shades Darker	February 10, 2017	 English	1h 58m	$55,000,000.00	$378,827,494.00
Call Me by Your Name	January 22, 2017	 English	2h 12m	$4,000,000.00	$41,063,475.00
Wind River	January 21, 2017	 English	1h 47m	$11,000,000.00	$44,998,252.00
The Mummy	June  9, 2017	 English	1h 50m	$125,000,000.00	$407,778,013.00
Molly's Game	October 11, 2017	 English	2h 20m	$30,000,000.00	$59,284,015.00
Ghost in the Shell	March 31, 2017	 English	1h 47m	$110,000,000.00	$169,801,921.00
xXx: Return of Xander Cage	January 20, 2017	 English	1h 47m	$85,000,000.00	$346,147,658.00
The Dark Tower	August  4, 2017	 English	1h 35m	$60,000,000.00	$111,757,995.00
Murder on the Orient Express	November 10, 2017	 English	1h 54m	$55,000,000.00	$351,839,303.00
Lady Bird	September  1, 2017	 English	1h 34m	$10,000,000.00	$76,858,273.00
Life	March 18, 2017	 English	1h 43m	$58,000,000.00	$100,541,806.00
I, Tonya	October 19, 2017	 English	2h 1m	$11,000,000.00	$53,939,297.00
Darkest Hour	September  1, 2017	 English	2h 5m	$30,000,000.00	$147,568,410.00
The Florida Project	October  6, 2017	 English	1h 51m	$2,000,000.00	$11,303,040.00
Phantom Thread	December 11, 2017	 English	2h 11m	$35,000,000.00	$46,261,438.00
It	September  5, 2017	 English	2h 15m	$35,000,000.00	$700,381,748.00
All the Money in the World	December 25, 2017	 English	2h 12m	$50,000,000.00	$56,996,304.00
King Arthur: Legend of the Sword	April 27, 2017	 English	2h 6m	$175,000,000.00	$146,175,066.00
6 Days	August 18, 2017	 English	1h 35m		$4,886.00
A Cure for Wellness	December 10, 2016	 English	2h 26m	$40,000,000.00	$26,559,557.00
A Cure for Wellness	December 10, 2016	 English	2h 26m	$40,000,000.00	$26,559,557.00
Below Her Mouth	April 28, 2017	 English	1h 32m		
Ferdinand	November 11, 2017	 English	1h 47m	$111,000,000.00	$294,764,262.00
Pokémon the Movie: I Choose You!	July  6, 2017	 Japanese	1h 38m		
What Happened to Monday	August 18, 2017	 English	2h 3m		
Baywatch	May 26, 2017	 English	1h 56m	$69,000,000.00	$177,856,751.00
Logan Lucky	August 18, 2017	 English	1h 59m	$29,000,000.00	$48,453,605.00
Annabelle: Creation	June 19, 2017	 English	1h 49m	$15,000,000.00	$305,092,201.00
T2 Trainspotting	March 17, 2017	 English	1h 57m	$18,000,000.00	$42,067,430.00
The Ritual	February  9, 2018	 English	1h 34m	$10,000,000.00	$1,056,376.00
Atomic Blonde	March 12, 2017	 English	1h 55m	$30,000,000.00	$95,673,925.00
The Foreigner	October 13, 2017	 English	1h 53m	$35,000,000.00	$145,374,099.00
A Bad Moms Christmas	October 30, 2017	 English	1h 44m	$28,000,000.00	$130,560,428.00
Revenge	January 19, 2018	 French	1h 49m	$2,900,000.00	
American Assassin	September  6, 2017	 English	1h 52m	$33,000,000.00	$66,167,951.00
Flatliners	September 29, 2017	 English	1h 50m	$19,000,000.00	$45,158,254.00
The Square	October 27, 2017	 English	2h 31m		$1,502,347.00
Power Rangers	March 24, 2017	 English	2h 4m	$100,000,000.00	$142,337,240.00
Columbus	January 22, 2017	 English	1h 40m		$1,015,744.00
The Killing of a Sacred Deer	September 22, 2017	 English	2h 2m		$2,291,901.00
Only the Brave	October 20, 2017	 English	2h 13m	$10,000,000.00	$24,202,487.00
Only the Brave	October 20, 2017	 English	2h 13m	$10,000,000.00	$24,202,487.00
Paddington 2	January 12, 2018	 English	1h 44m	$40,000,000.00	$185,847,106.00
Novitiate	January 20, 2017	 English	2h 3m		$580,346.00
The Big Sick	January 20, 2017	 English	2h 0m	$5,000,000.00	$56,303,596.00
Okja	June 28, 2017	 English	2h 2m	$50,000,000.00	
The Layover	September  1, 2017	 English	1h 28m		
Gifted	April 12, 2017	 English	1h 41m	$7,000,000.00	$40,343,446.00
Downsizing	September 28, 2017	 English	2h 15m	$68,000,000.00	$55,003,890.00
The Hitman's Bodyguard	August 18, 2017	 English	1h 58m	$30,000,000.00	$176,586,701.00
The Mountain Between Us	October  6, 2017	 English	1h 49m	$35,000,000.00	$62,832,209.00
Detroit	July 25, 2017	 English	2h 23m	$34,000,000.00	$16,790,139.00
Bleeding Steel	December 22, 2017	 Chinese	1h 49m	$65,000,000.00	
The Hunter's Prayer	June  9, 2017	 English	1h 31m	$17,000,000.00	
Mudbound	January 21, 2017	 English	2h 15m	$10,000,000.00	
Pitch Perfect 3	December 22, 2017	 English	1h 33m	$45,000,000.00	$184,724,494.00
Death Note	August 25, 2017	 English	1h 41m	$40,000,000.00	
Happy Death Day	October 13, 2017	 English	1h 36m	$4,800,000.00	$122,637,878.00
Cold Skin	September  7, 2018	 English	1h 46m	$9,831,962.00	
After Porn Ends 2	March 28, 2017	 English	1h 30m	$500,000.00	
Christmas Inheritance	December 15, 2017	 English	1h 45m	$10,000,000.00	
The Lost City of Z	October 15, 2016	 English	2h 20m	$30,000,000.00	$8,574,339.00
The Lost City of Z	October 15, 2016	 English	2h 20m	$30,000,000.00	$8,574,339.00
The Man Who Invented Christmas	November 22, 2017	 English	1h 44m		$5,676,486.00
Shot Caller	June 17, 2017	 English	2h 1m		
A Christmas Prince	November 17, 2017	 English	1h 32m		
Going in Style	April  7, 2017	 English	1h 36m	$25,000,000.00	$84,618,541.00
Rough Night	June 16, 2017	 English	1h 41m	$20,000,000.00	$45,056,771.00
The Death of Stalin	January 19, 2018	 English	1h 47m		$24,640,027.00
Loving Pablo	June 15, 2018	 Castilian	2h 3m	$4,667,008.00	
Unlocked	September  1, 2017	 English	1h 38m		
The Babysitter	October 13, 2017	 English	1h 25m		
Cargo	April 19, 2018	 English	1h 45m		
The Lego Batman Movie	February 10, 2017	 English	1h 44m	$80,000,000.00	$311,950,384.00
Veronica	January  5, 2018	 Castilian	1h 45m		
Sand Castle	April 21, 2017	 English	1h 53m		
2:22	June 30, 2017	 English	1h 39m		$3,500,000.00
Leatherface	October 20, 2017	 English	1h 28m		
Muse	October  7, 2017	 Castilian	1h 47m		
Daddy's Home 2	November 10, 2017	 English	1h 40m	$69,000,000.00	$180,613,180.00
Kidnap	August  4, 2017	 English	1h 35m	$21,000,000.00	$30,718,107.00
Roman J. Israel, Esq.	November 17, 2017	 English	2h 9m	$22,000,000.00	$11,942,780.00
American Made	September 29, 2017	 English	1h 55m	$50,000,000.00	$133,511,855.00
American Made	September 29, 2017	 English	1h 55m	$50,000,000.00	$133,511,855.00
Loving Vincent	September  1, 2017	 English	1h 35m	$5,500,000.00	$6,735,118.00
Jungle	October 14, 2017	 English	1h 46m		
It Comes at Night	April 29, 2017	 English	1h 31m	$5,000,000.00	
Brigsby Bear	January 23, 2017	 English	1h 37m		$532,669.00
Attraction	January 26, 2017	 Russian	2h 10m	$6,277,106.00	
Captain Underpants: The First Epic Movie	June  2, 2017	 English	1h 29m	$38,000,000.00	$125,289,450.00
A Fantastic Woman	February  2, 2018	 Castilian	1h 44m		$1,880,736.00
The Shack	March  3, 2017	 English	2h 12m	$20,000,000.00	$92,924,405.00
47 Meters Down	June 16, 2017	 English	1h 29m	$5,500,000.00	$44,235,023.00
How to Talk to Girls at Parties	May 25, 2018	 English	1h 43m		
The Spacewalker	April  6, 2017	 Russian	2h 20m	$7,075,038.00	$9,868,942.00
Cinderella's Hot Night	May 30, 2017	 English	1h 20m		
Sharknado 5: Global Swarming	August  6, 2017	 English	1h 30m	$3,000,000.00	
Rings	February  3, 2017	 English	1h 42m	$25,000,000.00	$83,080,890.00
SPF-18	September 29, 2017	 English	1h 15m		
A Ghost Story	January 22, 2017	 English	1h 33m	$100,000.00	$1,596,371.00
Zombillénium	July 12, 2017	 French	1h 18m		
The Captain	July 27, 2018	 German	2h 0m		
Le Brio	November 22, 2017	 French	1h 35m		
November Criminals	December  8, 2017	 English	1h 26m		
November Criminals	December  8, 2017	 English	1h 26m		
Salyut-7	September 22, 2017	 Russian	1h 46m	$15,000,000.00	$13,767,037.00
The Only Living Boy in New York	August 11, 2017	 English	1h 28m		
Jeepers Creepers 3	September 26, 2017	 English	1h 40m	$30,000,000.00	
Bright	December 22, 2017	 English	1h 57m	$90,000,000.00	
Trolls Holiday	November 24, 2017	 English	0h 26m		
Once Upon a Time in Venice	June 16, 2017	 English	1h 34m		
The Girl in the Fog	October 26, 2017	 Italian	2h 8m		
The Son of Bigfoot	July 27, 2017	 English	1h 32m	$30,000,000.00	$46,372,519.00
The Wall	May 12, 2017	 English	1h 28m		$1,803,009.00
Toc Toc	September  1, 2017	 Castilian	1h 30m		
Revolt	November 17, 2017	 English	1h 27m	$4,000,000.00	
The Star	November 17, 2017	 English	1h 26m	$10,000,000.00	
Olaf's Frozen Adventure	November 22, 2017	 English	0h 23m		
Santa & Cie	December 13, 2018	 French	1h 39m		
Stronger	September 22, 2017	 English	1h 59m	$30,000,000.00	$5,796,490.00
Everything, Everything	May 19, 2017	 English	1h 36m	$10,000,000.00	$34,000,284.00
Marshall	October  4, 2017	 English	1h 58m	$12,000,000.00	$10,051,659.00
Time Trap	May 19, 2017	 English	1h 35m	$3,000,000.00	
Thelma	September 21, 2017	 Norwegian	1h 57m	$5,741,614.00	$147,391.00
Along with the Gods: The Two Worlds	December 20, 2017	 Korean	2h 19m		$1,908,823.00
Along with the Gods: The Two Worlds	December 20, 2017	 Korean	2h 19m		$1,908,823.00
Blade of the Immortal	November  3, 2017	 Japanese	2h 20m		$150,532.00
Unforgettable	April 21, 2017	 English	1h 40m	$12,000,000.00	$17,768,012.00
The LEGO Ninjago Movie	September 16, 2017	 English	1h 41m	$70,000,000.00	$123,081,555.00
Good Time	August 11, 2017	 English	1h 41m		$2,026,499.00
Bushwick	January 21, 2017	 English	1h 34m		
Acts of Vengeance	October 27, 2017	 English	1h 27m	$10,000,000.00	
Justice League Dark	January 24, 2017	 English	1h 15m		
Mom and Dad	September 24, 2017	 English	1h 24m		$169,209.00
The Wizard of Lies	May 20, 2017	 English	2h 13m		
To the Bone	January 22, 2017	 English	1h 47m		
The Space Between Us	February  3, 2017	 English	2h 1m	$30,000,000.00	$14,793,385.00
Gerald's Game	September 24, 2017	 English	1h 44m		
AlphaGo	April 21, 2017	 English	1h 30m		
The Glass Castle	August 11, 2017	 English	2h 7m		$9,705,840.00
Crooked House	December 22, 2017	 English	1h 55m		$2,049,844.00
Sherlock: The Final Problem	January 15, 2017	 English	1h 30m		
Stephanie	April 27, 2017	 English	1h 26m		
Despicable Me 3	June 30, 2017	 English	1h 36m	$80,000,000.00	$1,031,552,585.00
Permanent	October 27, 2017	 English	1h 34m		
Cult of Chucky	September 23, 2017	 English	1h 31m		
Cult of Chucky	September 23, 2017	 English	1h 31m		
Goon: Last of the Enforcers	September  1, 2017	 English	1h 41m		
Temple	September  1, 2017	 English	1h 18m		
Home Again	September  8, 2017	 English	1h 37m	$12,000,000.00	$27,020,284.00
My Cousin Rachel	June  9, 2017	 English	1h 46m		$9,200,168.00
Brain on Fire	June  6, 2017	 English	1h 28m		
Viceroy's House	September  1, 2017	 English	1h 46m		$7,823,256.00
Borg vs McEnroe	October 24, 2017	 Swedish	1h 48m	$7,500,000.00	$16,657,800.00
Smurfs: The Lost Village	April  7, 2017	 English	1h 29m	$60,000,000.00	$197,183,546.00
2048: Nowhere to Run	September 14, 2017	 English	0h 6m		
High Heel Homicide	June 20, 2017	 English	1h 21m		
You Get Me	June 19, 2017	 English	1h 29m		
Inconceivable	June 30, 2017	 English	1h 45m		
Rip Tide	June 10, 2017	 English		$3,400,000.00	
Mayhem	March 13, 2017	 English	1h 26m		
Ignorance Is Bliss	February 23, 2017	 Italian	1h 42m		
Battle of the Sexes	September  2, 2017	 English	2h 1m	$25,000,000.00	$12,638,526.00
Kung Fu Yoga	January 27, 2017	 Chinese	2h 10m	$65,000,000.00	$254,212,245.00
Madame	August 17, 2017	 French	1h 31m		
The 12th Man	May  4, 2018	 Norwegian	2h 16m	$7,806,306.00	
Professor Marston and the Wonder Women	September 24, 2017	 English	1h 48m		$1,584,759.00
Professor Marston and the Wonder Women	September 24, 2017	 English	1h 48m		$1,584,759.00
Bokeh	March 24, 2017	 English	1h 44m		
Tad the Lost Explorer and the Secret of King Midas	August 25, 2017	 Castilian	1h 25m	$10,778,400.00	$34,156,960.00
Ingrid Goes West	January 20, 2017	 English	1h 37m		$24,931,915.00
Girls Trip	June 14, 2017	 English	2h 2m	$19,000,000.00	$140,376,621.00
The Most Hated Woman in America	March 14, 2017	 English	1h 31m		
Little Evil	September  1, 2017	 English	1h 34m		
The Emoji Movie	July 23, 2017	 English	1h 26m	$50,000,000.00	$216,909,830.00
OtherLife	October  5, 2017	 English	1h 36m		
1922	October 20, 2017	 English	1h 41m		
Breathe	October  7, 2017	 English	1h 58m		$477,815.00
Wheelman	October 20, 2017	 English	1h 22m		
The Bye Bye Man	January 13, 2017	 English	1h 36m	$7,400,000.00	$26,667,197.00
Same Kind of Different as Me	October 20, 2017	 English	1h 59m	$6,500,000.00	$6,423,381.00
Tulip Fever	August 25, 2017	 English	1h 47m	$25,000,000.00	$3,425,664.00
Before I Fall	January 21, 2017	 English	1h 38m	$5,000,000.00	$12,141,122.00
Marie-Francine	May 31, 2017	 French	1h 35m		
The Saint	July 11, 2017	 English	1h 32m		
The Bad Batch	September 23, 2016	 English	1h 59m	$6,000,000.00	$180,851.00
Let Yourself Go	April 13, 2017	 Italian	1h 47m		
The Zookeeper's Wife	March 31, 2017	 English	2h 6m	$20,000,000.00	$23,299,081.00
The Zookeeper's Wife	March 31, 2017	 English	2h 6m	$20,000,000.00	$23,299,081.00
iBoy	January 27, 2017	 English	1h 30m	$1,500,000.00	
Shimmer Lake	June  9, 2017	 English	1h 23m		
Bad Genius	June 30, 2017	 Thai	2h 10m	$1,839,169.00	
Overdrive	October  6, 2017	 English	1h 33m	$28,210,303.00	$7,793.00
The Bookshop	August 24, 2018	 English	1h 50m	$3,582,070.00	
Resident Evil: Vendetta	June 19, 2017	 Japanese	1h 37m		
Marrowbone	April 13, 2018	 English	1h 51m	$8,000,000.00	$11,165,901.00
Fullmetal Alchemist	December  1, 2017	 Japanese	2h 15m	$10,000,000.00	
Sword Art Online: The Movie - Ordinal Scale	March  9, 2017	 Japanese	1h 59m		$20,725,409.00
Sahara	February  1, 2017	 French	1h 26m		$7,800,000.00
Wish Upon	July 14, 2017	 English	1h 30m	$12,000,000.00	$14,301,505.00
Amityville: The Awakening	November 14, 2017	 English	1h 25m		
Addio Fottuti Musi Verdi	November  9, 2017	 Italian	1h 33m		
6 Below: Miracle on the Mountain	October 13, 2017	 English	1h 37m		
Brad's Status	September 15, 2017	 English	1h 41m		$2,400,000.00
Renegades	December 21, 2018	 French	1h 45m	$66,190,000.00	
Churchill	June  2, 2017	 English	1h 50m	$10,000,000.00	
The Crucifixion	October  6, 2017	 English	1h 30m		
See You Up There	July 27, 2017	 French	1h 57m	$24,100,000.00	
24 Hours to Live	October 26, 2017	 English	1h 34m		
24 Hours to Live	October 26, 2017	 English	1h 34m		
Kiss and Cry	August 31, 2017	 English	1h 35m		
9/11	September  8, 2017	 English	1h 28m		
Band Aid	January 24, 2017	 English	1h 31m	$10,000,000.00	$248,370.00
The Sense of an Ending	January  2, 2017	 English	1h 48m		$4,842,617.00
#RealityHigh	July 17, 2017	 English	1h 39m		
S.W.A.T.: Under Siege	August  1, 2017	 English	1h 29m		
Beach Rats	January 23, 2017	 English	1h 35m		
Lucky	March 11, 2017	 English	1h 28m		$955,925.00
Megan Leavey	June  9, 2017	 English	1h 56m		$13,406,883.00
Radius	September 22, 2017	 English	1h 33m		
Shock Wave	May  5, 2017	 Cantonese	1h 59m	$23,000,000.00	
Aftermath	April  7, 2017	 English	1h 32m	$10,500,000.00	$261,465.00
Sleepless	January 13, 2017	 English	1h 35m	$30,000,000.00	$32,540,674.00
Keep Watching	October 31, 2017	 English	1h 30m		
The Midwife	July 28, 2017	 French	1h 57m		
The Other Side of Hope	January 28, 2017	 Finnish	1h 41m		$1,657,449.00
F*&% the Prom	December  5, 2017	 English	1h 32m		
Guardians	February 14, 2017	 Russian	1h 40m	$5,400,000.00	$4,803,565.00
Drone	May 26, 2017	 English	1h 31m	$4,000,000.00	
Dragonheart: Battle for the Heartfire	June 13, 2017	 English	1h 38m		
Dragonheart: Battle for the Heartfire	June 13, 2017	 English	1h 38m		
The Discovery	January 20, 2017	 English	1h 42m		
Just to Be Sure	May 20, 2017	 French	1h 40m		
Hangman	December 22, 2017	 English	1h 38m		
Mary and the Witch's Flower	January 17, 2018	 Japanese	1h 42m		
Lady Macbeth	January 20, 2017	 English	1h 29m		$1,129,408.00
Devil's Gate	April 24, 2017	 English	1h 34m		
Lupin the Third: The Blood Spray of Goemon Ishikawa	February  4, 2017	 Japanese	0h 54m		
Boone The Bounty Hunter	May  9, 2017	 English	1h 26m		
Fist Fight	February 17, 2017	 English	1h 31m		
CHiPS	March 24, 2017	 English	1h 40m	$25,000,000.00	$26,800,152.00
Lou	March 12, 2017	 English	0h 6m		
Security	August  4, 2017	 English	1h 27m	$15,000,000.00	
The Rider	September  1, 2017	 English	1h 45m		
The Nut Job 2: Nutty by Nature	August 11, 2017	 English	1h 31m	$40,000,000.00	$65,146,020.00
Submergence	April 13, 2018	 English	1h 52m	$15,000,000.00	
La Colle	July 19, 2017	 French	1h 31m		
On Body and Soul	June 28, 2017	 Hungarian	1h 56m		
Wonder Wheel	October 14, 2017	 English	1h 41m	$25,000,000.00	$15,366,466.00
Skins	February 11, 2017	 Castilian	1h 18m		
The Girl from the Song	April 24, 2017	 English	1h 42m		
The Girl from the Song	April 24, 2017	 English	1h 42m		
Toilet - Ek Prem Katha	August 11, 2017	 Hindi	2h 35m	$3,700,000.00	$13,800,000.00
God's Own Country	January 23, 2017	 English	1h 45m		$2,513,511.00
Diary of a Wimpy Kid: The Long Haul	May 19, 2017	 English	1h 31m	$22,000,000.00	$40,120,144.00
Tom of Finland	February 24, 2017	 Finnish	1h 55m	$4,200,000.00	
Poveri ma ricchissimi	December 14, 2017	 Italian			
Film Stars Don't Die in Liverpool	September  1, 2017	 English	1h 45m	$10,000,000.00	$3,179,847.00
Back to Burgundy	June 14, 2017	 French	1h 53m		
Descendants 2	July 21, 2017	 English	1h 51m		
Baahubali 2: The Conclusion	April 27, 2017	 Telugu	2h 48m	$40,000,000.00	$141,506,436.00
Armed Response	August  4, 2017	 English	1h 33m		
The Meyerowitz Stories (New and Selected)	October 13, 2017	 English	1h 52m		
Louis C.K. 2017	April  4, 2017	 English	1h 14m		
Goodbye Christopher Robin	October 13, 2017	 English	1h 47m		$7,299,662.00
In the Fade	October  8, 2017	 German	1h 46m		$321,011.00
Table 19	March  3, 2017	 English	1h 27m	$5,000,000.00	$5,042,014.00
Michael Jackson: Searching for Neverland	May 29, 2017	 English			
Rememory	January 25, 2017	 English	1h 51m		
The Nile Hilton Incident	January 21, 2017	 Swedish	1h 41m	$4,250,000.00	$81,089.00
Team Thor: Part 2	February 14, 2017	 English	0h 5m		
First They Killed My Father	September 15, 2017	 English	2h 16m	$24,000,000.00	
First They Killed My Father	September 15, 2017	 English	2h 16m	$24,000,000.00	
In a Heartbeat	June  1, 2017	 English	0h 4m		
The Healer	February 17, 2017	 English	1h 53m		
Sandy Wexler	April 14, 2017	 English	2h 10m		
The Last Word	January 24, 2017	 English	1h 48m		$1,783,421.00
Bullet Head	December  8, 2017	 English	1h 33m		$87,465.00
Berlin Syndrome	January 20, 2017	 English	1h 56m		$201,719.00
The Incredible Jessica James	January 27, 2017	 English	1h 23m		
Summer 1993	October  6, 2017	 Valencian	1h 36m	$960,000.00	
Kodachrome	April 20, 2018	 English	1h 45m		
Sweet Virginia	April 21, 2017	 English	1h 34m		$10,456.00
My Friend Dahmer	April 21, 2017	 English	1h 47m		
My Little Pony: The Movie	September 24, 2017	 English	1h 39m		$60,330,833.00
Red Nose Day Actually	May 25, 2017	 English	0h 15m	$4,000,000.00	
Carbone	November  1, 2017	 French	1h 44m		
48 Christmas Wishes	December  1, 2017	 English	1h 24m		
Avicii: True Stories	October 26, 2017	 English	1h 25m		
Bingo: The King of the Mornings	August 24, 2017	 Portuguese	1h 53m		
China Salesman	June 16, 2017	 Chinese	1h 50m		
Stasis	June  2, 2017	 English	1h 24m		
In Syria	May 19, 2017	 Arabic	1h 25m		
In Syria	May 19, 2017	 Arabic	1h 25m		
Snatched	May 12, 2017	 English	1h 30m	$42,000,000.00	$60,845,711.00
Detective Conan: Crimson Love Letter	April 15, 2017	 Japanese	1h 52m		
Our Souls at Night	September 29, 2017	 English	1h 41m		
All I See Is You	October 27, 2017	 English	1h 50m	$30,000,000.00	$646,946.00
Mon Poussin	June 28, 2017	 French			
Bring It On: Worldwide #Cheersmack	August 29, 2017	 English	1h 35m		
Like a Cat on a Highway	December 28, 2017	 Italian	1h 38m		
The Man from Earth: Holocene	June 10, 2017	 English	1h 38m		
M.F.A.	March 13, 2017	 English	1h 33m		
